Parameter,ampgo,mcmc_mxl,mcmc_mxl_2sigma_plus,mcmc_mxl_2sigma_minus,mcmc_mode,mcmc_mode_hdi_plus,mcmc_mode_hdi_minus
mb,3108.0094404629203,848.0195317094978,4986.857007791773,1267.2068177994543,3932.993548126582,835.0769178314586,-917.5260052090166
bb,2.9308870959528615,1.7529578025147226,3.9224322955380444,1.828979956298808,3.3390020469318147,0.4303296060320734,-0.49705834560128803
md,4054.884331308256,3707.7140882095614,9230.041134615229,3106.6757601336585,4510.306659062298,1755.6506915953232,-1039.196220844985
ad,8.663612344668262,4.231107592093147,18.844674964815972,4.645285424174125,10.316001726275186,4.174082949335851,-3.60520478405466
bd,0.45999069074143445,0.40314030196563166,0.9588029515735514,0.2969395638716377,0.43436451609377447,0.1832356175655956,-0.09444113840210117
mh,142120.49187820067,34984.20013668841,560088.1601357574,19249.954861655366,75718.27524831914,204525.6182314885,-59603.60679382849
ah,91.44773516552065,27.112517509060268,197.3551821286256,32.654958876013495,192.4600363747468,7.539869360966435,-79.477050181013
