Parameter,ampgo,mcmc_mxl,mcmc_mxl_2sigma_plus,mcmc_mxl_2sigma_minus,mcmc_mode,mcmc_mode_hdi_plus,mcmc_mode_hdi_minus
mb,408.992156361598,345.379868871655,3142.5431254681,98.1611411312666,454.59887555976,1599.61253095695,-302.063085969222
bb,1.75742327670066,2.89729390827235,4.71686701316454,0.424998340781472,2.8448606559485,0.905012183127646,-0.954077034680013
md,2856.00283214257,2982.05623917158,4589.45394087483,1884.04690394454,3148.7684773135,621.178011520862,-672.916906011702
ad,4.15458371089848,4.46653686579135,9.51482976848395,3.24488790587753,3.92099514373767,2.63321995245414,-0.626506038562739
bd,0.350998606976529,0.380278381181788,0.815734615444927,0.229003177470188,0.398609404163666,0.115931099249841,-0.124015788372338
mh,1017.99925951792,393.266282654853,3575.66647245752,310.690659710284,1660.7735557605,881.816681801316,-1060.31613993251
ah,3.05550062623782,1.31262291275656,9.82598753578736,1.17236944490626,9.55533218869926,0.436597908741163,-4.81182900722964
lamda,62.446804952109,76.8273255762765,195.176641896085,30.6292866951269,69.778629895338,83.2847021788206,-31.3803223807769
