Parameter,ampgo_1,mcmc_mxl_1,mcmc_mxl_2sigma_plus_1,mcmc_mxl_2sigma_minus_1,mcmc_mode_1,mcmc_mode_hdi_plus_1,mcmc_mode_hdi_minus_1,ampgo_2,mcmc_mxl_2,mcmc_mxl_2sigma_plus_2,mcmc_mxl_2sigma_minus_2,mcmc_mode_2,mcmc_mode_hdi_plus_2,mcmc_mode_hdi_minus_2,ampgo_3,mcmc_mxl_3,mcmc_mxl_2sigma_plus_3,mcmc_mxl_2sigma_minus_3,mcmc_mode_3,mcmc_mode_hdi_plus_3,mcmc_mode_hdi_minus_3
mb,336.196133655287,321.773290704803,451.583970411051,278.37402035459,384.033110360683,37.6699195265148,-45.722695749142,408.992156361598,345.379868871655,3142.5431254681,98.1611411312666,454.59887555976,1599.61253095695,-302.063085969222,408.99827986455114,369.7354259510463,3093.556796298384,89.51085582536257,2210.9533625431636,448.93811357852564,-1536.9979274450395
bb,0.19711552403996,0.194687541024584,0.257958253945709,0.169980205342349,0.211587550180004,0.024641778272589,-0.020115043305001,1.75742327670066,2.89729390827235,4.71686701316454,0.424998340781472,2.8448606559485,0.905012183127646,-0.954077034680013,1.7583643892109353,2.080609218057005,4.673909536222409,0.8419546050927318,2.635564307972244,0.6402588565444067,-0.8125132553866588
md,2862.14826000867,3445.20513032148,4635.06796758734,2884.98505477696,3722.46224127272,457.49220263122,-424.61184627624,2856.00283214257,2982.05623917158,4589.45394087483,1884.04690394454,3148.7684773135,621.178011520862,-672.916906011702,2855.9993529968688,2900.2461131327236,4560.922762410566,1779.2215155036295,2895.9375610310594,671.2262864231698,-600.4945551661044
ad,4.58730954097597,5.10515938125212,5.41794287626678,3.96550347008979,4.42786958933323,0.406398520346666,-0.278849334564477,4.15458371089848,4.46653686579135,9.51482976848395,3.24488790587753,3.92099514373767,2.63321995245414,-0.626506038562739,3.8356468560331303,3.5727697403331335,9.759511688911275,2.943214265094055,3.375816928922749,3.796572844974161,-0.49502805677279804
bd,0.364352050751025,0.442540530788858,0.95920730468855,0.337989093706401,0.487070083089136,0.159306667209739,-0.108544090043956,0.350998606976529,0.380278381181788,0.815734615444927,0.229003177470188,0.398609404163666,0.115931099249841,-0.124015788372338,0.33861858356080043,0.32630668728716117,0.7108230792230757,0.20802672048702348,0.35383434396791896,0.12342799044802016,-0.09577551560599934
mh,1020.96678738033,510.600638912461,3494.79472687492,219.78867127674,783.280854373034,1395.56730281561,-534.683482558803,1017.99925951792,393.266282654853,3575.66647245752,310.690659710284,1660.7735557605,881.816681801316,-1060.31613993251,1017.9999677736449,1446.3580016243914,3740.5669883026585,338.8678120631656,2159.704843999833,766.7452267216881,-1209.8017885658232
ah,2.94457217578059,1.74665767778496,9.64227793971607,0.865300944834663,3.04259437388291,4.07457961988542,-1.62667322284713,3.05550062623782,1.31262291275656,9.82598753578736,1.17236944490626,9.55533218869926,0.436597908741163,-4.81182900722964,3.1117302124359156,4.194990637176451,9.847141479953669,1.371615673470786,9.607086015287688,0.39291208857256166,-4.160468738890747
lamda,30.9518827245672,53.4102141802272,195.072815186796,29.8475472141228,62.8130868866056,89.5507245032391,-25.5795235784738,62.446804952109,76.8273255762765,195.176641896085,30.6292866951269,69.778629895338,83.2847021788206,-31.3803223807769,63.58573408696127,64.63575073516513,194.9061133680393,30.267251796820943,98.00920040643521,56.541527578431044,-57.1465923581292
