,x,y,z,vx,vy,vz,vr,vphi,ex,ey,ez,evx,evy,evz,evr,evphi
0.3060964287268782,-4.986758202810695,-0.6671370664135313,-0.04586242796678177,-4.418726113889932,212.78762302380017,-6.898559830387725,-23.962170848690892,211.461952592369,0.3060964287268782,0.06534240562521478,0.007068216496358465,5.927701070454998,14.320875530818034,7.663274178163676,6.176682922179605,14.485452380164816
0.22098378647146047,-6.989056227724995,-0.20686214474918344,0.038569983202786734,0.8390850938188453,247.69870846397794,0.651494475854013,-8.190540806494445,247.56817425611246,0.22098378647146047,0.020244670575122015,0.0011088839980082444,2.5722700250515014,8.653334699998137,3.62879959937089,2.185602786834705,8.659577950445799
0.7285119533118831,-0.22107214656983784,0.095486916888185,-0.0036972146364779336,73.67500985637777,93.30430427350564,-49.74971993395195,14.830410316168676,59.50675735531015,0.7285119533118831,0.008329503304536863,0.002730664151604544,3.5375906895718354,30.316264459239928,20.668035060762275,77.71007956032093,72.56334477950084
0.16672411814126648,-5.364403504683017,0.3070338410653242,-0.0031488467557011604,22.988925046451953,232.4615837061011,-7.707016075857439,-9.648413370962393,233.3962385297866,0.16672411814126648,0.016867133714629882,0.00158005640215145,3.5679577951379393,10.859527519616712,4.400152011808796,3.773155950109984,10.789137521756698
0.44912019265013425,-2.946123366091738,0.9041443010178596,0.02810277880893128,23.509318561924516,195.81153519000154,-8.348800124899439,36.144089479202854,193.52947610143954,0.44912019265013425,0.0777300382733247,0.0003446767309423225,2.5587679910275245,9.985838477913138,4.323960240987559,11.19637139174577,10.756280943242148
0.44114534166973796,0.22177976343489347,1.5774731759943934,0.003391828938356892,134.87757942573333,-38.74585835652452,20.050008762416972,-19.786506507944594,135.12329490858045,0.44114534166973796,0.06767654069845833,0.0012668546237648841,5.861320959183631,11.872437406025695,7.141316155076579,32.01598175607275,13.916862804889082
0.39715784155834727,-3.406681109986623,0.9367543920570612,-0.02302147725663041,10.48978194662416,240.99601777445142,10.950124432945506,54.71903024110963,234.68392006153275,0.39715784155834727,0.07396372928928696,0.00394047829021974,4.127684638698171,8.069103147711466,9.919280668996368,10.90456397195966,9.035496285342926
0.13613521188765992,-7.145085199024632,0.24911677297827842,-0.009356637561798583,19.826556480338095,260.6780019581409,-0.6885951988729634,-10.732623818172707,261.21001341065187,0.13613521188765992,0.00724018316336461,0.0010428738616105845,3.0592777085963614,7.383290378189402,3.8360950456628475,3.078842068340644,7.39226725479922
0.3003920855821417,-5.172429825587147,0.6717447492741937,-0.018094745451135902,50.18460181787319,253.97751713236858,-10.281547299380977,-16.82317828794415,258.30317699881874,0.3003920855821417,0.053412366010090376,0.0035990726701102677,4.179009909389919,10.49976410238118,6.658896833458381,6.758439569642083,10.077477738103449
0.6334080957237701,0.5699624210989915,1.9224688776237466,-0.0068652420989385975,196.55130227437144,-98.49262115117007,2.488331237981886,-41.13897129885536,213.53078875049053,0.6334080957237701,0.12910162243524426,0.0023627828390365103,7.882862244348317,32.52813517730213,6.0602126168489034,36.959848811706635,28.27696614095257
