,ra,x,y,z,vx,vy,vz,vr,vphi,ex,ey,ez,evx,evy,evz,evr,evphi,r
0.023182782539141765,83.81583333412806,-8.512088862434494,-0.1883365219379446,-0.10854000552443294,8.19308137958937,233.50135630194836,10.244201170722944,-13.356291765103613,233.2625611380304,0.023182782539141765,0.0028968844943513604,0.0020836926201917684,5.008472820236092,10.815744622504367,3.411069113897407,4.961541093963449,10.846439999247115,8.514172152797771
0.029298012490772008,315.5945875008901,-8.185815401643119,0.6743369516485088,0.054380130139538685,14.643027022619249,233.69983186379773,6.510144640801439,4.608615487069435,234.10953675623693,0.029298012490772008,0.03276336519342326,0.001330300633904796,3.8742516347661478,9.6102190110603,4.264381252934225,3.8950437804850457,9.6803866525629,8.213543943641886
0.02608550875125794,335.36136666933703,-8.40325067910178,0.752642681723447,0.1056203390317647,20.7218345377286,226.73228334130837,14.854777979258161,-0.44008161276117147,227.65571255950172,0.02608550875125794,0.0593398585461972,0.006199252667700715,5.9452174374448,6.067599105784886,4.020842543359173,6.663462282408236,6.112711564429977,8.436888821252557
0.03331147685407061,344.07523291905716,-8.445483012097567,0.7617431017808484,0.05781209833619689,21.122871622650113,235.93286635737095,0.88244327179748,0.16030663040109575,236.8781831136927,0.03331147685407061,0.021719753141502148,0.0008789554553318617,3.9426493097618525,9.349915309445848,6.951167524528305,3.817037586871853,9.358922142324703,8.479766262152472
0.036714672292308785,91.94940999348957,-8.89757245871265,-0.4768898425423791,-0.16269023972471383,-4.712597876784312,242.7965908474225,2.036237175430365,-8.281245537871895,242.70023919623154,0.036714672292308785,0.013318625992897735,0.005297239224002566,1.7214885048708726,11.06325319921004,4.684466588552087,1.9408552309031593,11.04536768547553,8.910343404154633
0.03232639264043734,325.77700416644416,-8.419474453848556,0.8907799247104372,0.1887165919158289,30.038733722389143,244.30798548799268,-10.539693950247417,-4.1449998189639095,246.1132438162629,0.03232639264043734,0.06257053842683338,0.011358566993186372,5.429443588935403,9.5743984940232,8.070678345592317,4.622666593755798,9.97929904122074,8.46646555259487
0.01812826911744263,337.21421542167667,-8.460835907867349,0.8754142570844415,0.1169780087145732,16.41542154346301,230.17757833218448,-3.277666534934758,7.364090693102604,230.64190355021148,0.01812826911744263,0.030896751444388762,0.0031764257196344775,4.836597607656495,12.935357159942795,4.307364892201014,4.271545398324576,13.180901619424393,8.506003431774772
0.03946128862572218,9.197304169336952,-8.649672740940582,0.7880086893461073,0.039185889035340225,27.82407639795328,221.87693524196513,-1.8555611659130384,-7.5847215403836055,223.48954549919077,0.03946128862572218,0.06339045134683376,0.0009818757975039157,4.927810168555204,15.560572115148142,5.221518698031279,5.226918319398882,15.412420769517764,8.685493435600279
0.05210872164493269,84.46723041534423,-9.134636442549983,0.0579835921139028,0.03348458998720445,24.262494571911308,218.93710647735807,0.8556948104516398,-22.870566625784537,219.08692707055138,0.05210872164493269,0.0022532987152074284,0.0002541350816193246,4.491256361459605,15.437205734167465,4.423184941505582,4.467054556582997,15.443604912726377,9.134820470842142
0.08260025334150561,110.74302500089009,-8.783369211143656,-1.0049790359440154,-0.07458132843894749,-14.89315505593929,236.01003134655613,0.15855983964099804,-12.003576644066868,236.20027489604865,0.08260025334150561,0.12308636148684933,0.012441677295796106,4.878265635331649,8.708850059262796,4.2543375902205804,3.4519758385339445,8.695438935297943,8.84067630681914
