6.281166383127047084e+02,2.831679960058585799e+00,2.034340186958515233e+03,3.361743627731805795e+00,2.604399171253763412e-01,1.018476439719877021e+03,2.799912561509908748e+00,7.416544144706261932e+01
3.611336940876883546e+02,1.529137727629345189e+00,2.423979878355346955e+03,3.828504181957718355e+00,4.522731035594997895e-01,6.962239291865384985e+02,2.025032345536311063e+00,4.493097151296771585e+01
3.701915829830352322e+01,6.830339697663716514e-01,3.860828247030892271e+03,3.849974204228963526e+00,6.267338380946846366e-01,8.026169513803915834e+02,2.780614332531169630e+00,7.839798157480238672e+01
2.990448730426203383e+02,2.127013263802650211e+00,3.106247303758105318e+03,3.346502873549445756e+00,3.219514628506959242e-01,1.063219269231118687e+03,3.442609301198990668e+00,6.908268942308720284e+01
3.778211698144182833e+02,1.298205899624641280e+00,2.463266537559748031e+03,4.186344728335959609e+00,4.273454246079685936e-01,6.672001994152485622e+02,1.928382188731757374e+00,3.952328728364445709e+01
5.361581006742892441e+01,3.095271888795507298e+00,2.279678740274162465e+03,3.373922910740155157e+00,3.488899416910147266e-01,5.700161543738145156e+02,1.526192383159314936e+00,8.201350771327199141e+01
5.461027622318248405e+02,1.736482769519584357e+00,2.956800258692758689e+03,3.745897038765975573e+00,4.597480395060096758e-01,1.222036333723614689e+03,3.694817040776210870e+00,7.691421742227183245e+01
3.891138047390490442e+02,2.134400643527736285e+00,2.911763776145270640e+03,3.684610572306051601e+00,3.334882561680947433e-01,1.013682946905070821e+03,3.112237932880513203e+00,7.292805825777142559e+01
2.559383074799417273e+02,1.568588350861573444e+00,3.128381175144350891e+03,3.206659881165458081e+00,3.555456207375413680e-01,2.116552371530360688e+03,5.955420402304877570e+00,9.252083462282668336e+01
3.250573654498057294e+02,1.669240273964303967e+00,2.270933764272271674e+03,3.724642598899474244e+00,4.544179000952655034e-01,7.335439419592630657e+02,2.037563827716177833e+00,5.425805796026773464e+01
4.985278079656924888e+02,1.123977662315558401e+00,2.872888281903227835e+03,3.982879839716412462e+00,3.339569259049550709e-01,1.036547348051315566e+03,3.285368814251949043e+00,4.431592913496071162e+01
7.715510785591362719e+01,3.063726615009192855e+00,3.430520571219794874e+03,3.698611338407918225e+00,3.808773199204709137e-01,1.502176256692396237e+03,4.482002839083174983e+00,1.333145851959619108e+02
8.167947775793644496e+02,3.201551348754729354e+00,1.556261793807904269e+03,3.188472346604263485e+00,1.842068890456185493e-01,9.130860066502008294e+02,2.349944882370522237e+00,8.192490180397730626e+01
4.409852037973378174e+02,1.666802735523034151e+00,3.160164807018617012e+03,4.427090771807574043e+00,3.670121840763839183e-01,4.366349587845956535e+02,1.581509995621955156e+00,5.202253966226869863e+01
3.333701467818608535e+02,2.847277912612777406e+00,3.064366586264791749e+03,3.731014869536296352e+00,3.114082771711526032e-01,1.040212869882602718e+03,3.189590430615783845e+00,9.505817458306960077e+01
4.108711336180267040e+02,3.855683227702616733e+00,2.905329272562184542e+03,2.947958879242646990e+00,2.530693870773610410e-01,2.411338775804759280e+03,6.484900464306104340e+00,1.582302828408794824e+02
5.302578399115591310e+02,3.102254545462546087e-01,2.823738310517302125e+03,4.574667959737089618e+00,3.313568692027133999e-01,1.289202827641759995e+03,3.675894769152203256e+00,3.115127081588128277e+01
5.318902786923212034e+02,1.496307012101658174e+00,2.794300181491453714e+03,3.800068206212295241e+00,2.727048759629567276e-01,1.316715349795068050e+03,3.935451712015108683e+00,5.242251009586846777e+01
2.272438130063812309e+02,3.326722485264421159e-01,3.756077414780068011e+03,3.928122802797945123e+00,5.170160920287673045e-01,1.058100470358662051e+03,3.746808099783314194e+00,5.998181991077963460e+01
2.606789783190770322e+02,1.730107811108126281e+00,3.212964036045808371e+03,3.477805561331074102e+00,3.601238169267935163e-01,9.920111083631143174e+02,3.274367256279846927e+00,7.351433517532845485e+01
6.281166383127047084e+02,2.831679960058585799e+00,2.034340186958515233e+03,3.361743627731805795e+00,2.604399171253763412e-01,1.018476439719877021e+03,2.799912561509908748e+00,7.416544144706261932e+01
3.611336940876883546e+02,1.529137727629345189e+00,2.423979878355346955e+03,3.828504181957718355e+00,4.522731035594997895e-01,6.962239291865384985e+02,2.025032345536311063e+00,4.493097151296771585e+01
1.174436378358259105e+02,9.918256701714283086e-01,3.662903660210264661e+03,3.809382835271279077e+00,5.474192243777704636e-01,8.178786415892842570e+02,2.802118888494539828e+00,7.533181249272827529e+01
2.990448730426203383e+02,2.127013263802650211e+00,3.106247303758105318e+03,3.346502873549445756e+00,3.219514628506959242e-01,1.063219269231118687e+03,3.442609301198990668e+00,6.908268942308720284e+01
3.778211698144182833e+02,1.298205899624641280e+00,2.463266537559748031e+03,4.186344728335959609e+00,4.273454246079685936e-01,6.672001994152485622e+02,1.928382188731757374e+00,3.952328728364445709e+01
9.058006689753517549e+01,3.173949624787050894e+00,2.344413134520667427e+03,3.329849546894447787e+00,3.389756441092722783e-01,7.605329019178668659e+02,2.039256701516696246e+00,8.989945444341309155e+01
5.461027622318248405e+02,1.736482769519584357e+00,2.956800258692758689e+03,3.745897038765975573e+00,4.597480395060096758e-01,1.222036333723614689e+03,3.694817040776210870e+00,7.691421742227183245e+01
3.891138047390490442e+02,2.134400643527736285e+00,2.911763776145270640e+03,3.684610572306051601e+00,3.334882561680947433e-01,1.013682946905070821e+03,3.112237932880513203e+00,7.292805825777142559e+01
2.559383074799417273e+02,1.568588350861573444e+00,3.128381175144350891e+03,3.206659881165458081e+00,3.555456207375413680e-01,2.116552371530360688e+03,5.955420402304877570e+00,9.252083462282668336e+01
3.045662702948696392e+02,1.748817512469219126e+00,2.184004672394657518e+03,3.665649966840069496e+00,4.556361290992058666e-01,7.547414407564747307e+02,2.044681619450406274e+00,5.955577596889148140e+01
4.985278079656924888e+02,1.123977662315558401e+00,2.872888281903227835e+03,3.982879839716412462e+00,3.339569259049550709e-01,1.036547348051315566e+03,3.285368814251949043e+00,4.431592913496071162e+01
7.715510785591362719e+01,3.063726615009192855e+00,3.430520571219794874e+03,3.698611338407918225e+00,3.808773199204709137e-01,1.502176256692396237e+03,4.482002839083174983e+00,1.333145851959619108e+02
8.167947775793644496e+02,3.201551348754729354e+00,1.556261793807904269e+03,3.188472346604263485e+00,1.842068890456185493e-01,9.130860066502008294e+02,2.349944882370522237e+00,8.192490180397730626e+01
4.409852037973378174e+02,1.666802735523034151e+00,3.160164807018617012e+03,4.427090771807574043e+00,3.670121840763839183e-01,4.366349587845956535e+02,1.581509995621955156e+00,5.202253966226869863e+01
3.423231974270947831e+02,2.422210621906822681e+00,2.857857865844744083e+03,3.762452738114956841e+00,3.568336657533328626e-01,9.292850272143928123e+02,2.814049531602324183e+00,7.889340345901557328e+01
4.108711336180267040e+02,3.855683227702616733e+00,2.905329272562184542e+03,2.947958879242646990e+00,2.530693870773610410e-01,2.411338775804759280e+03,6.484900464306104340e+00,1.582302828408794824e+02
5.302578399115591310e+02,3.102254545462546087e-01,2.823738310517302125e+03,4.574667959737089618e+00,3.313568692027133999e-01,1.289202827641759995e+03,3.675894769152203256e+00,3.115127081588128277e+01
5.318902786923212034e+02,1.496307012101658174e+00,2.794300181491453714e+03,3.800068206212295241e+00,2.727048759629567276e-01,1.316715349795068050e+03,3.935451712015108683e+00,5.242251009586846777e+01
2.272088795463403699e+02,3.325184502439753054e-01,3.756164981764346066e+03,3.928142767037499095e+00,5.170223661861315101e-01,1.058082509918956475e+03,3.746813795805290948e+00,5.997996483588428873e+01
3.056190081554164522e+02,1.714329476344367498e+00,3.199804207972629683e+03,3.714408072247444181e+00,3.618406928938053824e-01,8.535875976593247287e+02,2.852434760045533757e+00,6.815765972481906942e+01
6.281166383127047084e+02,2.831679960058585799e+00,2.034340186958515233e+03,3.361743627731805795e+00,2.604399171253763412e-01,1.018476439719877021e+03,2.799912561509908748e+00,7.416544144706261932e+01
3.611336940876883546e+02,1.529137727629345189e+00,2.423979878355346955e+03,3.828504181957718355e+00,4.522731035594997895e-01,6.962239291865384985e+02,2.025032345536311063e+00,4.493097151296771585e+01
1.174436378358259105e+02,9.918256701714283086e-01,3.662903660210264661e+03,3.809382835271279077e+00,5.474192243777704636e-01,8.178786415892842570e+02,2.802118888494539828e+00,7.533181249272827529e+01
2.374772128034660170e+02,2.386922725151789937e+00,3.196223271504623881e+03,3.444202261862807202e+00,3.383015957390704820e-01,1.185016480746838170e+03,3.731009390952475968e+00,8.690508664872561440e+01
3.821377168260344774e+02,1.632229597302212287e+00,2.521002896639007304e+03,4.024603227864243848e+00,4.045838048534282638e-01,8.949963992687771679e+02,2.523494046120769774e+00,5.502721733256558423e+01
9.058006689753517549e+01,3.173949624787050894e+00,2.344413134520667427e+03,3.329849546894447787e+00,3.389756441092722783e-01,7.605329019178668659e+02,2.039256701516696246e+00,8.989945444341309155e+01
5.461027622318248405e+02,1.736482769519584357e+00,2.956800258692758689e+03,3.745897038765975573e+00,4.597480395060096758e-01,1.222036333723614689e+03,3.694817040776210870e+00,7.691421742227183245e+01
3.891138047390490442e+02,2.134400643527736285e+00,2.911763776145270640e+03,3.684610572306051601e+00,3.334882561680947433e-01,1.013682946905070821e+03,3.112237932880513203e+00,7.292805825777142559e+01
2.559383074799417273e+02,1.568588350861573444e+00,3.128381175144350891e+03,3.206659881165458081e+00,3.555456207375413680e-01,2.116552371530360688e+03,5.955420402304877570e+00,9.252083462282668336e+01
3.753582763546341425e+02,1.277348046076388854e+00,2.130937527678899642e+03,3.776741172657303913e+00,4.942303451244681733e-01,7.528254800677807452e+02,2.046476318440994202e+00,4.951732565602127778e+01
4.985278079656924888e+02,1.123977662315558401e+00,2.872888281903227835e+03,3.982879839716412462e+00,3.339569259049550709e-01,1.036547348051315566e+03,3.285368814251949043e+00,4.431592913496071162e+01
7.715510785591362719e+01,3.063726615009192855e+00,3.430520571219794874e+03,3.698611338407918225e+00,3.808773199204709137e-01,1.502176256692396237e+03,4.482002839083174983e+00,1.333145851959619108e+02
8.167947775793644496e+02,3.201551348754729354e+00,1.556261793807904269e+03,3.188472346604263485e+00,1.842068890456185493e-01,9.130860066502008294e+02,2.349944882370522237e+00,8.192490180397730626e+01
4.492083700262010098e+02,1.637704780447536201e+00,3.158707789306546147e+03,4.466806438805431156e+00,3.681722954767922551e-01,4.063950373562008735e+02,1.494654974596387298e+00,5.061303735744566978e+01
3.423231974270947831e+02,2.422210621906822681e+00,2.857857865844744083e+03,3.762452738114956841e+00,3.568336657533328626e-01,9.292850272143928123e+02,2.814049531602324183e+00,7.889340345901557328e+01
4.108711336180267040e+02,3.855683227702616733e+00,2.905329272562184542e+03,2.947958879242646990e+00,2.530693870773610410e-01,2.411338775804759280e+03,6.484900464306104340e+00,1.582302828408794824e+02
5.302578399115591310e+02,3.102254545462546087e-01,2.823738310517302125e+03,4.574667959737089618e+00,3.313568692027133999e-01,1.289202827641759995e+03,3.675894769152203256e+00,3.115127081588128277e+01
5.318902786923212034e+02,1.496307012101658174e+00,2.794300181491453714e+03,3.800068206212295241e+00,2.727048759629567276e-01,1.316715349795068050e+03,3.935451712015108683e+00,5.242251009586846777e+01
2.272088795463403699e+02,3.325184502439753054e-01,3.756164981764346066e+03,3.928142767037499095e+00,5.170223661861315101e-01,1.058082509918956475e+03,3.746813795805290948e+00,5.997996483588428873e+01
2.023285167012934949e+02,2.030425626762802249e+00,3.374847060870465612e+03,3.570658378969068458e+00,3.767706908965050006e-01,7.556241944714016654e+02,2.620625888339389586e+00,8.092340225271429688e+01
6.281166383127047084e+02,2.831679960058585799e+00,2.034340186958515233e+03,3.361743627731805795e+00,2.604399171253763412e-01,1.018476439719877021e+03,2.799912561509908748e+00,7.416544144706261932e+01
3.445074468151551628e+02,1.447532839921829018e+00,2.347178938211313380e+03,3.673277191977490475e+00,4.900227328766157964e-01,5.388807249951812537e+02,1.630462810307500066e+00,3.693904150927113506e+01
